,CCN,CODCNH,Nombre Centro,Dirección,Teléfono,Cód. Municipio,Municipio,Cód. Provincia,Provincia,Cód. CCAA,CCAA,Código Postal,CAMAS,Cód. Clase de Centro,Clase de Centro,Cód. Dep. Funcional,Dependencia Funcional,Forma parte Complejo,CODIDCOM,Nombre del Complejo,ALTA,Email
650,104001001,40127,Hospital De Alta Resolución El Toyo,Camino De La Botica S/N,950158015,40139,Almería,4,Almería,1,Andalucía,4131,44,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,40097.0,Hospital Universitario Torrecárdenas,N,sugerencias@ephpo.es
651,104000316,40010,Hospital Universitario Torrecárdenas,Calle Paraje Torrecárdenas S/N,950016114,40139,Almería,4,Almería,1,Andalucía,4009,779,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,40097.0,Hospital Universitario Torrecárdenas,N,jose.tomas.sspa@juntadeandalucia.es
652,104002838,40138,Hospital Materno Infantil,Calle Donantes De Sangre S/N,000000000,40139,Almería,4,Almería,1,Andalucía,4700,204,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,40097.0,Hospital Universitario Torrecárdenas,N,
653,104000321,40118,Hospital De Poniente,Carretera Almerimar S/N,950022500,49026,"Ejido, El",4,Almería,1,Andalucía,4700,271,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,sugerencias@ephpo.es
654,104000320,40084,Hospital La Inmaculada,Avenida Doctora Ana Parra S/N,950029176,40530,Huércal-Overa,4,Almería,1,Andalucía,4600,184,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,h.inmaculada.sspa@juntadeandalucia.es
655,705001823,50072,Hospital De Salud Mental Casta Salud Arévalo,Paseo San Juan Bosco 2,920301400,50163,Arévalo,5,Ávila,7,Castilla Y León,5200,80,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,direccion.arevalo@mentaliasalud.es
656,705000770,50049,Hospital Santa Teresa,Avenida Santa Cruz De Tenerife 11,920221450,50198,Ávila,5,Ávila,7,Castilla Y León,5005,33,C11,Hospitales Generales,20,Privados,N,,,N,direccion@clinicasantateresa.es
657,705000771,50034,Hospital Provincial De Ávila (Complejo Asistencial De Ávila),Calle Jesús Del Gran Poder 42,920357200,50198,Ávila,5,Ávila,7,Castilla Y León,5003,119,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,50061.0,Complejo Asistencial De Ávila,N,gerente.hnss@saludcastillayleon.es
658,705000769,50013,Hospital Nuestra Señora De Sonsoles (Complejo Asistencial De Ávila),"Avenida De Juan Carlos I,  S/N",0,50198,Ávila,5,Ávila,7,Castilla Y León,5071,321,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,50061.0,Complejo Asistencial De Ávila,N,gerente.hnss@saludcastillayleon.es
659,1106000791,60080,Hospital Ribera Almendralejo,Calle Monsalud 1,924670017,60114,Almendralejo,6,Badajoz,11,Extremadura,6200,45,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,afondon@riberasalud.es
660,1106000805,60242,Hospital Tierra De Barros,Carretera Nacional 630 0,924699200,60114,Almendralejo,6,Badajoz,11,Extremadura,6200,50,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,60264.0,Complejo Hospitalario Del Área De Salud De Mérida,N,gerente.merida@salud-juntaex.es
661,1106001097,60286,Hospital Ribera Badajoz,Calle Federico Mayor Zaragoza 0,609009709,60153,Badajoz,6,Badajoz,11,Extremadura,6006,20,C11,Hospitales Generales,20,Privados,N,,,N,valvarez@riberacare.com
662,1106000798,60172,Hospital Quironsalud Clideba,Calle Eladio Salinero De Los Santos 6,924229050,60153,Badajoz,6,Badajoz,11,Extremadura,6011,76,C11,Hospitales Generales,20,Privados,N,,,N,arnaldo.pons@quironsalud.es
663,1106000566,60037,Hospital Materno-Infantil,Calle Violeta 1,924215000,60153,Badajoz,6,Badajoz,11,Extremadura,6010,208,C12,Hospitales especializados,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,60016.0,Complejo Hospitalario Universitario De Badajoz,N,dirmed.hpshmi@salud-juntaex.es
664,1106000332,60021,Hospital Universitario De Badajoz,Avenida Elvas 0,924218100,60153,Badajoz,6,Badajoz,11,Extremadura,6006,438,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,60016.0,Complejo Hospitalario Universitario De Badajoz,N,admision.hifc@salud-juntaex.es
665,1106000803,60220,Hospital Perpetuo Socorro,Avenida Damián Téllez Lafuente 0,924215060,60153,Badajoz,6,Badajoz,11,Extremadura,6010,275,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,60016.0,Complejo Hospitalario Universitario De Badajoz,N,submed.hpshmi@salud-juntaex.es
666,1106000744,60297,Hospital Parque Vegas Altas,Avenida Madrid 1,924808482,60444,Don Benito,6,Badajoz,11,Extremadura,6400,21,C11,Hospitales Generales,20,Privados,N,,,N,dadministracion.ext@parquehospitales.es
667,1106000792,60093,Hospital Don Benito-Villanueva De La Serena,Carretera Don Benito Villanueva 0,924386800,60444,Don Benito,6,Badajoz,11,Extremadura,6400,277,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,60253.0,Complejo Hospitalario De Don Benito-Villanueva De La Serena,N,ricardo.sanchez@salud-juntaex.es
668,1106000794,60114,Hospital General De Llerena,Avenida Badajoz 1,924877000,60747,Llerena,6,Badajoz,11,Extremadura,6900,139,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,60219.0,Complejo Hospitalario Llerena-Zafra,N,gerente.llerena@salud-juntaex.es
669,1106001192,60275,Casaverde Centro De Rehabilitación Neurológico De Extremadura S.L.,Avenida Adolfo Suarez 56,924380330,60830,Mérida,6,Badajoz,11,Extremadura,6800,100,C12,Hospitales especializados,20,Privados,N,,,N,direccion.merida@grupocasaverde.com
670,1106000795,60129,Hospital De Mérida,Avenida Don Antonio Campos Hoyos 26,924381000,60830,Mérida,6,Badajoz,11,Extremadura,6800,333,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,60264.0,Complejo Hospitalario Del Área De Salud De Mérida,N,julian.garciam@salud-juntaex.es
671,1106000796,60135,Centro Sociosanitario De Mérida,Carretera Valverde 0,924388081,60830,Mérida,6,Badajoz,11,Extremadura,6800,265,C13,Hospitales de media y larga estancia,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,csanitario.merida@salud-juntaex.es
672,1106000804,60231,Hospital Siberia-Serena,Carretera Talarrubias-Agudo   Km 2 0,924648100,61279,Talarrubias,6,Badajoz,11,Extremadura,6640,43,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,60253.0,Complejo Hospitalario De Don Benito-Villanueva De La Serena,N,tatiana.santiago@salud-juntaex.es
673,1106000797,60140,Ribera Salud-Hospital Santa Justa,Calle Concepción 24,924845463,61535,Villanueva de la Serena,6,Badajoz,11,Extremadura,6700,28,C11,Hospitales Generales,20,Privados,N,,,N,afondon@riberasalud.es
674,1106000801,60208,Hospital De Zafra,Carretera Badajoz Granada 0,924029200,61588,Zafra,6,Badajoz,11,Extremadura,6300,80,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,60219.0,Complejo Hospitalario Llerena-Zafra,N,gerente.llerena@salud-juntaex.es
675,407000218,70162,Hospital Joan March,Carretera Palma-Soller KM. 12,871202000,70103,Bunyola,7,Illes Balears,4,Illes Balears,7110,106,C13,Hospitales de media y larga estancia,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
676,407000032,70244,Clínica Juaneda Menorca,Calle Canonge Moll S/N,971480505,70159,Ciutadella de Menorca,7,Illes Balears,4,Illes Balears,7760,41,C11,Hospitales Generales,20,Privados,N,,,N,
677,407001219,70201,Policlínica Nuestra Sra. Del Rosario,Vía Romana S/N,971301916,70260,Eivissa,7,Illes Balears,4,Illes Balears,7800,68,C11,Hospitales Generales,20,Privados,N,,,N,
678,407000010,70184,Hospital Can Misses,Calle Corona S/N,971397000,70260,Eivissa,7,Illes Balears,4,Illes Balears,7800,382,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
679,407001619,70366,Hospital De Formentera,Calle Venda Des Brolls S/N,971321212,70244,Formentera,7,Illes Balears,4,Illes Balears,7860,12,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
680,407003804,70445,Hospital Sant Joan De Deu Inca,Avenida Jaume Ío 44,097126585,70276,Inca,7,Illes Balears,4,Illes Balears,7300,80,C12,Hospitales especializados,20,Privados,N,,,N,
681,407000411,70377,Hospital Comarcal D´Inca,Carretera Vella De Llubi S/N,971888514,70276,Inca,7,Illes Balears,4,Illes Balears,7300,170,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
682,407001688,70423,Hospital Quironsalud Son Veri,Paseo Arbreda S/N,971443030,70316,Llucmajor,7,Illes Balears,4,Illes Balears,7609,34,C11,Hospitales Generales,20,Privados,N,,,N,
683,407001647,70412,Hospital De Llevant,Calle Escamarla 6,971822400,70337,Manacor,7,Illes Balears,4,Illes Balears,7680,70,C11,Hospitales Generales,20,Privados,N,,,N,
684,407000001,70309,Hospital  De Manacor,Carretera Manacor - Alcudia S/N,971847000,70337,Manacor,7,Illes Balears,4,Illes Balears,7500,224,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
685,407000006,70295,Clínica Juaneda Mahón,Avenida Vives Llull 6,971351110,70321,Maó-Mahón,7,Illes Balears,4,Illes Balears,7703,15,C11,Hospitales Generales,20,Privados,N,,,N,
686,407000423,70388,Hospital Mateu Orfila,Ronda Malbuger 1,971487000,70321,Maó-Mahón,7,Illes Balears,4,Illes Balears,7703,142,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
687,407000003,70260,Hospital Juaneda Muro,Calle Veler S/N,971891900,70393,Muro,7,Illes Balears,4,Illes Balears,7459,86,C11,Hospitales Generales,20,Privados,N,,,N,
688,407000011,70064,Mutua Balear,Calle Bisbe Campins 4,971213400,70407,Palma,7,Illes Balears,4,Illes Balears,7012,40,C11,Hospitales Generales,21,Mutuas Colaboradoras Con La Seguridad Social,N,,,N,
689,407000009,70131,Juaneda Miramar,Calle Cami De La Vileta 30,971767000,70407,Palma,7,Illes Balears,4,Illes Balears,7011,197,C11,Hospitales Generales,20,Privados,N,,,N,
690,407001618,70344,Hospital Quironsalud Palmaplanas,Calle Cami Dels Reis 308,971918000,70407,Palma,7,Illes Balears,4,Illes Balears,7010,169,C11,Hospitales Generales,20,Privados,N,,,N,
691,407000008,70110,Clínica Juaneda,Calle Company 30,971731647,70407,Palma,7,Illes Balears,4,Illes Balears,7014,191,C11,Hospitales Generales,20,Privados,N,,,N,
692,407000004,70099,Clínica Rotger,Calle Santiago Russinyol 9,971448500,70407,Palma,7,Illes Balears,4,Illes Balears,7012,193,C11,Hospitales Generales,20,Privados,N,,,N,
693,407003152,70434,Clínica Luz De Palma,Calle Camilo José Cela 20,971599167,70407,Palma,7,Illes Balears,4,Illes Balears,7014,20,C11,Hospitales Generales,20,Privados,N,,,N,
694,407000005,70086,Hospital Sant Joan De Deu,Calle Sant Joan De Deu 7,971265854,70407,Palma,7,Illes Balears,4,Illes Balears,7007,197,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,
695,407001223,70070,Hospital De La Creu Roja Espanyola,Calle Pons I Gallarza 90,971751445,70407,Palma,7,Illes Balears,4,Illes Balears,7004,72,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,
696,407000002,70048,Hospital General De Mallorca,Plaza Hospital 3,871205000,70407,Palma,7,Illes Balears,4,Illes Balears,7012,87,C13,Hospitales de media y larga estancia,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
697,407000872,70399,Hospital Universitari Son Espases,Carretera Valldemossa 79,871205001,70407,Palma,7,Illes Balears,4,Illes Balears,7120,839,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
698,407000216,70051,Hospital Psiquiatric,Calle Cami De Jesús 40,871205000,70407,Palma,7,Illes Balears,4,Illes Balears,7010,168,C14,Hospitales de salud mental y tratamiento de toxicomanías,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
699,407001617,70333,Hospital Son Llatzer,Carretera Manacor KM. 4,871202000,70407,Palma,7,Illes Balears,4,Illes Balears,7198,423,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
700,908005215,81192,Centre Sociosanitari Can Torras,Carretera El Masnou A Alella 1,935551994,80039,Alella,8,Barcelona,9,Cataluña,8328,119,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,jm.cuartero@fsfa.cat
701,908005221,81350,Centre Polivalent Can Fosc,Carretera De Llerona S/N,938432786,80057,"Ametlla del Vallès, L'",8,Barcelona,9,Cataluña,8480,56,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,vbonet@fundaciovallparadis.es
702,908005226,81616,Comunitat Terapéutica Arenys De Munt,Carretera Barri Orient  Can Zariquiey 26,937938006,80076,Arenys de Munt,8,Barcelona,9,Cataluña,8358,42,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,ctam@ctm-salutmental.com
703,908007674,82213,Centre D'Hospitalitzacio I Hospital De Día Trastorns De La Conducta,Calle Cires S/N,937533006,80095,Argentona,8,Barcelona,9,Cataluña,8310,40,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,gfaus@itacat.com
704,908005236,81568,Ita Maresme,Calle Baro De Viver 58,937530062,80095,Argentona,8,Barcelona,9,Cataluña,8310,77,C12,Hospitales especializados,20,Privados,N,,,N,itacat@itacat.com
705,908005173,80333,Institut Guttmann,Camino Can Ruti S/N,934977700,80155,Badalona,8,Barcelona,9,Cataluña,8916,152,C12,Hospitales especializados,20,Privados,N,,,N,gerencia@guttmann.com
706,908005250,81694,Institut Catalá D'Oncologia - Hospital Germans Trías I Pujol,Carretera Canyet S/N,934651200,80155,Badalona,8,Barcelona,9,Cataluña,8916,36,C12,Hospitales especializados,8,Otras Entidades U Organismos Públicos,N,,,N,ccalle@iconcologia.net
707,908005214,80689,Centre Sociosanitari El Carme,"Camino Sant Jeroni De La Murtra, 60",935074710,80155,Badalona,8,Barcelona,9,Cataluña,8917,210,C13,Hospitales de media y larga estancia,6,Municipio,N,,,N,gerenciabsa@bsa.cat
708,908005135,80673,Hospital Municipal De Badalona,"Vía Augusta, 9",934648300,80155,Badalona,8,Barcelona,9,Cataluña,8911,140,C11,Hospitales Generales,6,Municipio,N,,,N,gerenciabsa@bsa.cat
709,908005205,80667,Hospital Universitari Germans Trías I Pujol De Badalona,Carretera Canyet S/N,934651200,80155,Badalona,8,Barcelona,9,Cataluña,8916,616,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,gerencia.germanstrias@gencat.net
710,908005161,80142,Clínica Mc Copernic,Calle Copernic 58,934141992,80193,Barcelona,8,Barcelona,9,Cataluña,8006,60,C11,Hospitales Generales,21,Mutuas Colaboradoras Con La Seguridad Social,N,,,N,info@mc-mutual.com
711,908005166,80168,Hospital Egarsat Sant Honorat,Avenida Tibidabo 20,932127000,80193,Barcelona,8,Barcelona,9,Cataluña,8022,14,C11,Hospitales Generales,21,Mutuas Colaboradoras Con La Seguridad Social,N,,,N,egarsat@egarsat.es
712,908005268,80155,Clínica Mc Londres,Calle Londres 28-38,934577200,80193,Barcelona,8,Barcelona,9,Cataluña,8029,22,C11,Hospitales Generales,21,Mutuas Colaboradoras Con La Seguridad Social,N,,,N,info@mc-mutual.com
713,908005159,80116,"Fremap, Hospital De Barcelona",Calle Madrazo 8,934169100,80193,Barcelona,8,Barcelona,9,Cataluña,8006,62,C11,Hospitales Generales,21,Mutuas Colaboradoras Con La Seguridad Social,N,,,N,admision_barcelona@fremap.es
714,908005165,80229,Clínica Nostra Senyora Del Remei,Calle Escorial 148,932850010,80193,Barcelona,8,Barcelona,9,Cataluña,8024,134,C11,Hospitales Generales,20,Privados,N,,,N,clinica.remedio@irsjg.org
715,908014888,82279,Eatica,Calle Angli 64,620407483,80193,Barcelona,8,Barcelona,9,Cataluña,8017,32,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,mailto:montse.s.povedano@eatica.com
716,908014829,82268,"Ronda De Dalt, Centre Sociosanitari",Calle Pare Mariana 15,937064156,80193,Barcelona,8,Barcelona,9,Cataluña,8035,34,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,info@rondadedaltresidencial.com
717,908005167,80235,Clínica Sagrada Familia,Calle Torras  I  Pujalt 1,932122300,80193,Barcelona,8,Barcelona,9,Cataluña,8022,150,C11,Hospitales Generales,20,Privados,N,,,N,info@clinicasagradafamilia.com
718,908005298,82145,Centre Sociosanitari Del Centre Integral De Salut Cotxeres,Avenida Borbo 18-30,932438991,80193,Barcelona,8,Barcelona,9,Cataluña,8016,209,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,jserrat@consorci.org
719,908005279,81920,Centre Integral De Serveis En Salut Mental Comunitaria,Calle Ventalla 11-19,932184908,80193,Barcelona,8,Barcelona,9,Cataluña,8024,25,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,cis@arapdis.org
720,908005270,81874,Clínica Galatea,Calle Palafolls 15-19,932057267,80193,Barcelona,8,Barcelona,9,Cataluña,8017,22,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,info@clinica-galatea.com
721,908005174,80253,Hospital Mare De Señora De La Merced?,Paseo Universal 34,934275250,80193,Barcelona,8,Barcelona,9,Cataluña,8042,113,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,administracion@hhscjmerced.com
722,908005147,80575,Clínica Coroleu - Ssr Hestia.,Calle Coroleu 50,931165500,80193,Barcelona,8,Barcelona,9,Cataluña,8030,74,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,rosa.pujol@hestiaalliance.org
723,908005145,80497,Centre Hospitalari Policlínica Barcelona,Calle Guillem Tell 4,934161616,80193,Barcelona,8,Barcelona,9,Cataluña,8006,28,C11,Hospitales Generales,20,Privados,N,,,N,gerencia@policlinicabarcelona.com
724,908005142,80399,Hospital Quironsalud Barcelona,Plaza Alfons Comín 5-7,932850000,80193,Barcelona,8,Barcelona,9,Cataluña,8023,192,C11,Hospitales Generales,20,Privados,N,,,N,direccion.cqb@quiron.es
725,908005138,80370,Clínica Corachan,Calle Buigas 19,932545800,80193,Barcelona,8,Barcelona,9,Cataluña,8017,162,C11,Hospitales Generales,20,Privados,N,,,N,tlegido@corachan.com
726,908005276,81942,"Lepant Residencial Qgg, SSL",Calle Lepant 401-403,934507438,80193,Barcelona,8,Barcelona,9,Cataluña,8025,31,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,andresmanero@hotmail.com
727,908008299,82189,Centre Sociosanitari Isabel Roig,Calle Fernando Pessoa 47-51,931780667,80193,Barcelona,8,Barcelona,9,Cataluña,8030,251,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,cssisabelroig@blauclinic.cat
728,908005172,80538,Centre D'Oftalmologia Barraquer,Calle Muntaner 314,932095311,80193,Barcelona,8,Barcelona,9,Cataluña,8021,70,C12,Hospitales especializados,20,Privados,N,,,N,info@barraquer.com
729,908005211,80484,Hospital  De  Barcelona,Avenida Diagonal . 656,932542400,80193,Barcelona,8,Barcelona,9,Cataluña,8034,350,C11,Hospitales Generales,20,Privados,N,,,N,virginia@scias.com
730,908005171,80478,"Centro Medico Teknon,  Grupo Quironsalud",Calle Vilana 12,932906242,80193,Barcelona,8,Barcelona,9,Cataluña,8022,285,C11,Hospitales Generales,20,Privados,N,,,N,dirgeneral.tkn@quironsalud.es
731,908005152,80446,Hospital Universitari Quirón Dexeus,Calle Sabino De  Arana 5-19,932274747,80193,Barcelona,8,Barcelona,9,Cataluña,8028,170,C11,Hospitales Generales,20,Privados,N,,,N,informacion@idexeus.es
732,908005143,80403,Hm Nou  Delfos,Avenida Vallcarca 151,932545183,80193,Barcelona,8,Barcelona,9,Cataluña,8023,264,C11,Hospitales Generales,20,Privados,N,,,N,mjmatinez@hmhospitales.com
733,908005137,80364,Hospital Universitari Sagrat Cor,Calle Viladomat 288,933221111,80193,Barcelona,8,Barcelona,9,Cataluña,8029,367,C11,Hospitales Generales,20,Privados,N,,,N,gerencia@hscor.com
734,908005140,80291,Hospital De La Santa Creu I Sant Pau,Calle Sant Quinti 89,935537160,80193,Barcelona,8,Barcelona,9,Cataluña,8041,644,C11,Hospitales Generales,20,Privados,N,,,N,gerenciafgs@santpau.cat
735,908005281,81953,Mapfre Quavitae Barcelona,Calle Sant Antoni María Claret 200,934579400,80193,Barcelona,8,Barcelona,9,Cataluña,8025,38,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,
736,908012300,82246,Unitat Terapéutica-Educativa Acompanya'M,Calle Jesús I María 18-20,932532100,80193,Barcelona,8,Barcelona,9,Cataluña,8022,30,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,mcastillo@jdhospitalbarcelona.com
737,908005280,82156,Clínica Sant Antoni,Calle Sant Eloi 6-8,932974010,80193,Barcelona,8,Barcelona,9,Cataluña,8038,250,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,provfig@ediho.es
738,908005290,82134,Ita Maresme,Calle Avenir 14,933621258,80193,Barcelona,8,Barcelona,9,Cataluña,8006,56,C12,Hospitales especializados,20,Privados,N,,,N,snavarro@itacat.com
739,908005272,81964,Unitat Polivalent Salut Mental Barcelona-Nord,Avenida Jorda 8,934275250,80193,Barcelona,8,Barcelona,9,Cataluña,8035,52,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,jroman.merced@hospitalarias.es
740,908005275,81931,Centre Sociosanitari Sant Jordi De La Vall D'Hebron,Paseo Vall D'Hebron 135-141,934280000,80193,Barcelona,8,Barcelona,9,Cataluña,8035,57,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,msanchez@blauclinic.cat
741,908005269,81830,Centre Sociosanitari Blauclinic Dolors Aleu,Calle Marques De Santa Anna 9,934343216,80193,Barcelona,8,Barcelona,9,Cataluña,8023,174,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,msanchez@blauclinic.cat
742,908005265,81762,Hestia Gracia,Calle Secretari Coloma 95,934170400,80193,Barcelona,8,Barcelona,9,Cataluña,8024,153,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,hestiagracia@hestiagracia.org
743,908005139,80386,Clínica Tres Torres,Calle Doctor Roux 76,932041300,80193,Barcelona,8,Barcelona,9,Cataluña,8017,64,C11,Hospitales Generales,20,Privados,N,,,N,info@clinicatrestorres.com
744,908005168,80214,Hospital Sant Rafael,Paseo Vall D'Hebron 107,932112508,80193,Barcelona,8,Barcelona,9,Cataluña,8035,213,C11,Hospitales Generales,20,Privados,N,,,N,hsrafael@comb.es
745,908005162,80348,Fundacio Puigvert - Iuna,Calle Cartagena 340,934169700,80193,Barcelona,8,Barcelona,9,Cataluña,8025,124,C12,Hospitales especializados,20,Privados,N,,,N,dirgeneral@fundacio-puigvert.es
746,908005259,81740,Centro Residencial Domusvi La Salut Josep Servat.,Calle Antequera 8-18,932857512,80193,Barcelona,8,Barcelona,9,Cataluña,8024,56,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,info@sarquavitae.es
747,908005245,81706,Centre Collserola Mutual,"Paseo Vall D'Hebron, 159",933613900,80193,Barcelona,8,Barcelona,9,Cataluña,8035,34,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,mutuam@mutuam.com
748,908005241,81593,Parc Sanitari Sant Joan De Deu - Numancia,Calle Numancia 7-13,933249600,80193,Barcelona,8,Barcelona,9,Cataluña,8029,159,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,upps@pssjd.org
749,908005238,81574,Clínica Lluria,Pasaje Mercader 14,934882142,80193,Barcelona,8,Barcelona,9,Cataluña,8008,40,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,clinicalluria@cpbssm.org
750,908005225,81379,Hospital Sociosanitari Mutuam Güell,Calle Mare De Deu De La Salut 49,932133400,80193,Barcelona,8,Barcelona,9,Cataluña,8024,167,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,mutuam@mutuam.com
751,908005157,80641,Clínica Planas,Calle Pere Ío De Montcada 16,932032812,80193,Barcelona,8,Barcelona,9,Cataluña,8034,26,C12,Hospitales especializados,20,Privados,N,,,N,doctor@clinica-planas.com
752,908005146,80556,"Serveis Clinics, S.A.",Calle García Mariño 4,934174602,80193,Barcelona,8,Barcelona,9,Cataluña,8022,50,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,administracion@serviciosclinicos.com
753,908005136,80351,Hestia Palau.,"Calle Sant Antoni María Claret , 135",934501819,80193,Barcelona,8,Barcelona,9,Cataluña,8025,391,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,secretaria@csspalau.com
754,908005164,80312,Nou Hospital Evangelic,Calle Camelies 15,932859955,80193,Barcelona,8,Barcelona,9,Cataluña,8024,116,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,ablanco@nouhospitalevangelic.com
755,908005251,81672,Hospital Sanitas Cima,Paseo Manuel Girona 33,935522700,80193,Barcelona,8,Barcelona,9,Cataluña,8034,83,C11,Hospitales Generales,20,Privados,N,,,N,infocima@sanitas.es
756,908005144,80180,Hospital El Pilar,Calle Balmes 271,932360500,80193,Barcelona,8,Barcelona,9,Cataluña,8006,186,C11,Hospitales Generales,20,Privados,N,,,N,silvia.altisen@quironsalud.es
757,908005261,81751,Clínica Creu Blanca,"Paseo Reina  Elisenda  De  Montcada, 17",932522522,80193,Barcelona,8,Barcelona,9,Cataluña,8034,51,C11,Hospitales Generales,20,Privados,N,,,N,inform@creublanca.es
758,908005263,81829,Centre Fórum,"Calle Llull, 410",932483000,80193,Barcelona,8,Barcelona,9,Cataluña,8019,223,C13,Hospitales de media y larga estancia,8,Otras Entidades U Organismos Públicos,N,,,N,cforum@parcdesalutmar.cat
759,908005153,80109,Hospital Clinic De Barcelona,Calle Villarroel 170,932275400,80193,Barcelona,8,Barcelona,9,Cataluña,8036,844,C11,Hospitales Generales,8,Otras Entidades U Organismos Públicos,N,,,N,asalgot@medicina.ub.es
760,908005150,80057,Hospital Del Mar.,Paseo Maritim De La Barceloneta 25,932483000,80193,Barcelona,8,Barcelona,9,Cataluña,8003,470,C11,Hospitales Generales,8,Otras Entidades U Organismos Públicos,N,,,N,jvarela@imas.imim.es
761,908005155,80060,Hospital De L'Esperança.,Avenida Sant Josep De La Muntanya 12,933674100,80193,Barcelona,8,Barcelona,9,Cataluña,8024,161,C11,Hospitales Generales,8,Otras Entidades U Organismos Públicos,N,,,N,jvalera@imas.imim.es
762,908005151,80431,"Hospital Clinic De Barcelona, Seu Plato",Calle Plato 21,933069900,80193,Barcelona,8,Barcelona,9,Cataluña,8006,168,C11,Hospitales Generales,8,Otras Entidades U Organismos Públicos,N,,,N,hospital@hospitalplato.com
